round,day,month,year,season,hometeam,goalsht,goalsvt,visitingteam
31,24,10,2010,2010,Grêmio,2,2,Internacional
31,24,10,2010,2010,Cruzeiro,3,4,Atlético-MG
31,24,10,2010,2010,Vasco,1,1,Flamengo
32,27,10,2010,2010,Flamengo,1,1,Corinthians
32,28,10,2010,2010,Atlético-GO,1,1,Ceará
32,28,10,2010,2010,São Paulo,2,1,Athletico-PR
32,28,10,2010,2010,Fluminense,2,0,Grêmio
32,30,10,2010,2010,Internacional,1,1,Santos
32,30,10,2010,2010,Vitória,4,2,Vasco
32,30,10,2010,2010,Atlético-MG,0,2,Botafogo
32,30,10,2010,2010,Palmeiras,3,2,Goiás
32,30,10,2010,2010,Avaí,1,0,Guarani
32,30,10,2010,2010,Grêmio Prudente,0,2,Cruzeiro
33,3,11,2010,2010,Santos,1,1,Vitória
33,3,11,2010,2010,Goiás,0,2,Grêmio
33,3,11,2010,2010,Botafogo,3,2,Atlético-GO
33,3,11,2010,2010,Internacional,0,0,Fluminense
33,3,11,2010,2010,Guarani,0,0,Atlético-MG
33,3,11,2010,2010,Cruzeiro,0,2,São Paulo
33,3,11,2010,2010,Corinthians,4,0,Avaí
33,3,11,2010,2010,Ceará,2,2,Flamengo
33,4,11,2010,2010,Athletico-PR,1,0,Palmeiras
33,4,11,2010,2010,Vasco,2,1,Grêmio Prudente
34,6,11,2010,2010,Grêmio,5,1,Ceará
34,6,11,2010,2010,Atlético-GO,2,2,Internacional
34,6,11,2010,2010,Atlético-MG,2,2,Santos
34,7,11,2010,2010,Avaí,0,0,Botafogo
34,7,11,2010,2010,São Paulo,0,2,Corinthians
34,7,11,2010,2010,Vitória,0,1,Cruzeiro
34,7,11,2010,2010,Grêmio Prudente,4,1,Goiás
34,7,11,2010,2010,Palmeiras,1,0,Guarani
34,7,11,2010,2010,Fluminense,1,0,Vasco
34,7,11,2010,2010,Flamengo,0,1,Athletico-PR
35,10,11,2010,2010,Ceará,2,2,Botafogo
35,13,11,2010,2010,Santos,0,0,Grêmio
35,13,11,2010,2010,Corinthians,1,0,Cruzeiro
35,13,11,2010,2010,Atlético-MG,4,1,Flamengo
35,14,11,2010,2010,Atlético-GO,3,0,Palmeiras
35,14,11,2010,2010,Fluminense,1,1,Goiás
35,14,11,2010,2010,Guarani,1,1,Vitória
35,14,11,2010,2010,Internacional,2,3,Avaí
35,14,11,2010,2010,Vasco,1,1,São Paulo
35,14,11,2010,2010,Athletico-PR,2,1,Grêmio Prudente
36,20,11,2010,2010,Flamengo,2,1,Guarani
36,20,11,2010,2010,Grêmio,3,1,Athletico-PR
36,20,11,2010,2010,Grêmio Prudente,1,1,Ceará
36,21,11,2010,2010,São Paulo,1,4,Fluminense
36,21,11,2010,2010,Botafogo,1,2,Internacional
36,21,11,2010,2010,Vitória,1,1,Corinthians
36,21,11,2010,2010,Palmeiras,0,2,Atlético-MG
36,21,11,2010,2010,Goiás,1,4,Santos
36,21,11,2010,2010,Avaí,3,0,Atlético-GO
36,21,11,2010,2010,Cruzeiro,3,1,Vasco
37,28,11,2010,2010,Internacional,1,1,Vitória
37,28,11,2010,2010,Guarani,0,3,Grêmio
37,28,11,2010,2010,Palmeiras,1,2,Fluminense
37,28,11,2010,2010,Avaí,3,2,Santos
37,28,11,2010,2010,Atlético-GO,1,1,São Paulo
37,28,11,2010,2010,Atlético-MG,3,1,Goiás
37,28,11,2010,2010,Flamengo,1,2,Cruzeiro
37,28,11,2010,2010,Botafogo,3,1,Grêmio Prudente
37,28,11,2010,2010,Corinthians,2,0,Vasco
37,28,11,2010,2010,Ceará,1,1,Athletico-PR
38,2,12,2010,2010,Grêmio Prudente,0,3,Internacional
38,5,12,2010,2010,Athletico-PR,1,0,Avaí
38,5,12,2010,2010,Vasco,2,0,Ceará
38,5,12,2010,2010,Goiás,1,1,Corinthians
38,5,12,2010,2010,Cruzeiro,2,1,Palmeiras
38,5,12,2010,2010,Santos,0,0,Flamengo
38,5,12,2010,2010,Fluminense,1,0,Guarani
38,5,12,2010,2010,Vitória,0,0,Atlético-GO
38,5,12,2010,2010,São Paulo,4,0,Atlético-MG
38,5,12,2010,2010,Grêmio,3,0,Botafogo
1,21,5,2011,2011,Flamengo,4,0,Avaí
1,21,5,2011,2011,Atlético-MG,3,0,Athletico-PR
1,21,5,2011,2011,Ceará,1,3,Vasco
1,21,5,2011,2011,Santos,1,1,Internacional
1,22,5,2011,2011,Coritiba,0,1,Atlético-GO
1,22,5,2011,2011,Palmeiras,1,0,Botafogo
1,22,5,2011,2011,Figueirense,1,0,Cruzeiro
1,22,5,2011,2011,Grêmio,1,2,Corinthians
1,22,5,2011,2011,América-MG,2,1,Bahia
1,22,5,2011,2011,Fluminense,0,2,São Paulo
2,28,5,2011,2011,Avaí,1,3,Atlético-MG
2,28,5,2011,2011,Internacional,0,1,Ceará
2,28,5,2011,2011,Botafogo,1,0,Santos
2,28,5,2011,2011,São Paulo,1,0,Figueirense
2,29,5,2011,2011,Cruzeiro,1,1,Palmeiras
2,29,5,2011,2011,Bahia,3,3,Flamengo
2,29,5,2011,2011,Corinthians,2,1,Coritiba
2,29,5,2011,2011,Athletico-PR,0,1,Grêmio
2,29,5,2011,2011,Atlético-GO,0,1,Fluminense
2,29,5,2011,2011,Vasco,3,0,América-MG
3,4,6,2011,2011,Fluminense,2,1,Cruzeiro
3,4,6,2011,2011,Ceará,2,2,Botafogo
3,4,6,2011,2011,Palmeiras,1,0,Athletico-PR
3,4,6,2011,2011,Figueirense,2,0,Atlético-GO
3,5,6,2011,2011,Grêmio,2,0,Bahia
3,5,6,2011,2011,Flamengo,1,1,Corinthians
3,5,6,2011,2011,Coritiba,5,1,Vasco
3,5,6,2011,2011,Santos,3,1,Avaí
3,5,6,2011,2011,América-MG,2,4,Internacional
3,8,6,2011,2011,Atlético-MG,0,1,São Paulo
4,11,6,2011,2011,Avaí,2,2,América-MG
4,11,6,2011,2011,Cruzeiro,1,1,Santos
4,11,6,2011,2011,São Paulo,3,1,Grêmio
4,11,6,2011,2011,Vasco,1,1,Figueirense
4,12,6,2011,2011,Internacional,2,2,Palmeiras
4,12,6,2011,2011,Bahia,1,1,Atlético-MG
4,12,6,2011,2011,Atlético-GO,4,1,Ceará
4,12,6,2011,2011,Corinthians,2,0,Fluminense
4,12,6,2011,2011,Athletico-PR,1,1,Flamengo
4,12,6,2011,2011,Botafogo,3,1,Coritiba
5,18,6,2011,2011,América-MG,1,1,Cruzeiro
5,18,6,2011,2011,Fluminense,0,1,Bahia
5,19,6,2011,2011,Figueirense,2,0,Athletico-PR
5,19,6,2011,2011,Grêmio,1,1,Vasco
5,19,6,2011,2011,Palmeiras,5,0,Avaí
5,19,6,2011,2011,Ceará,0,2,São Paulo
5,19,6,2011,2011,Flamengo,0,0,Botafogo
5,18,6,2011,2011,Atlético-MG,2,2,Atlético-GO
5,18,6,2011,2011,Coritiba,1,1,Internacional
5,10,8,2011,2011,Santos,0,0,Corinthians
6,25,6,2011,2011,Athletico-PR,0,2,Bahia
6,25,6,2011,2011,Flamengo,4,1,Atlético-MG
6,25,6,2011,2011,Cruzeiro,2,1,Coritiba
6,26,6,2011,2011,Ceará,2,0,Palmeiras
6,26,6,2011,2011,Botafogo,2,1,Grêmio
6,26,6,2011,2011,Corinthians,5,0,São Paulo
6,26,6,2011,2011,Avaí,0,1,Fluminense
6,26,6,2011,2011,Atlético-GO,0,1,Vasco
6,26,6,2011,2011,Internacional,4,1,Figueirense
6,2,7,2011,2011,Santos,1,0,América-MG
7,29,6,2011,2011,Grêmio,2,2,Avaí
7,29,6,2011,2011,Vasco,0,3,Cruzeiro
7,29,6,2011,2011,América-MG,2,3,Flamengo
7,29,6,2011,2011,Figueirense,2,1,Santos
7,29,6,2011,2011,São Paulo,0,2,Botafogo
7,29,6,2011,2011,Bahia,0,1,Corinthians
7,30,6,2011,2011,Palmeiras,2,0,Atlético-GO
7,30,6,2011,2011,Coritiba,3,1,Ceará
7,30,6,2011,2011,Fluminense,3,1,Athletico-PR
7,30,6,2011,2011,Atlético-MG,0,4,Internacional
8,6,7,2011,2011,Internacional,1,0,Athletico-PR
8,6,7,2011,2011,Avaí,2,2,Bahia
8,6,7,2011,2011,Cruzeiro,2,0,Grêmio
8,6,7,2011,2011,Corinthians,2,1,Vasco
8,6,7,2011,2011,Flamengo,1,0,São Paulo
8,6,7,2011,2011,Ceará,3,0,Atlético-MG
8,7,7,2011,2011,Coritiba,3,0,Figueirense
8,7,7,2011,2011,Botafogo,1,1,Atlético-GO
8,7,7,2011,2011,América-MG,1,1,Palmeiras
8,24,8,2011,2011,Santos,2,1,Fluminense
9,9,7,2011,2011,Vasco,2,0,Internacional
9,9,7,2011,2011,São Paulo,2,1,Cruzeiro
9,9,7,2011,2011,Athletico-PR,0,0,Avaí
9,10,7,2011,2011,Grêmio,2,0,Coritiba
9,10,7,2011,2011,Atlético-GO,0,1,Corinthians
9,10,7,2011,2011,Fluminense,0,1,Flamengo
9,10,7,2011,2011,Bahia,1,1,Botafogo
9,10,7,2011,2011,Palmeiras,3,0,Santos
9,10,7,2011,2011,Atlético-MG,2,0,América-MG
9,10,7,2011,2011,Figueirense,1,1,Ceará
10,16,7,2011,2011,Coritiba,3,1,Fluminense
10,16,7,2011,2011,Atlético-GO,0,1,Avaí
10,16,7,2011,2011,Vasco,2,1,Athletico-PR
10,16,7,2011,2011,Santos,2,1,Atlético-MG
10,17,7,2011,2011,Ceará,4,0,América-MG
10,17,7,2011,2011,Cruzeiro,2,1,Bahia
10,17,7,2011,2011,Internacional,0,3,São Paulo
10,20,7,2011,2011,Figueirense,0,0,Grêmio
10,20,7,2011,2011,Botafogo,0,2,Corinthians
10,20,7,2011,2011,Palmeiras,0,0,Flamengo
11,21,7,2011,2011,Avaí,1,3,Internacional
11,23,7,2011,2011,Athletico-PR,2,1,Botafogo
11,23,7,2011,2011,São Paulo,2,2,Atlético-GO
11,23,7,2011,2011,América-MG,0,0,Figueirense
11,23,7,2011,2011,Flamengo,1,1,Ceará
11,24,7,2011,2011,Atlético-MG,1,2,Vasco
11,24,7,2011,2011,Corinthians,0,1,Cruzeiro
11,24,7,2011,2011,Bahia,0,0,Coritiba
11,24,7,2011,2011,Fluminense,1,0,Palmeiras
11,5,10,2011,2011,Grêmio,1,0,Santos
12,14,7,2011,2011,Corinthians,1,0,Internacional
12,27,7,2011,2011,Atlético-GO,2,0,Cruzeiro
12,27,7,2011,2011,Atlético-MG,1,0,Fluminense
12,27,7,2011,2011,Botafogo,2,1,Avaí
12,27,7,2011,2011,Grêmio,1,1,América-MG
12,27,7,2011,2011,Santos,4,5,Flamengo
12,27,7,2011,2011,Coritiba,3,4,São Paulo
12,27,7,2011,2011,Figueirense,0,1,Palmeiras
12,28,7,2011,2011,Vasco,1,1,Bahia
12,28,7,2011,2011,Ceará,2,1,Athletico-PR
13,30,7,2011,2011,Cruzeiro,0,1,Botafogo
13,30,7,2011,2011,Flamengo,2,0,Grêmio
13,30,7,2011,2011,Palmeiras,3,2,Atlético-MG
13,31,7,2011,2011,Fluminense,4,0,Ceará
13,31,7,2011,2011,Avaí,3,2,Corinthians
13,31,7,2011,2011,Internacional,0,0,Atlético-GO
13,31,7,2011,2011,São Paulo,0,2,Vasco
13,31,7,2011,2011,Bahia,3,1,Figueirense
13,31,7,2011,2011,América-MG,1,3,Coritiba
13,31,7,2011,2011,Athletico-PR,3,2,Santos
14,3,8,2011,2011,Ceará,0,3,Avaí
14,3,8,2011,2011,Figueirense,2,0,Botafogo
14,3,8,2011,2011,Grêmio,2,2,Atlético-MG
14,3,8,2011,2011,Corinthians,2,1,América-MG
14,3,8,2011,2011,Cruzeiro,0,1,Flamengo
14,3,8,2011,2011,Coritiba,1,1,Palmeiras
14,3,8,2011,2011,Vasco,2,0,Santos
14,4,8,2011,2011,São Paulo,3,0,Bahia
14,4,8,2011,2011,Atlético-GO,0,3,Athletico-PR
14,4,8,2011,2011,Fluminense,2,0,Internacional
15,6,8,2011,2011,Flamengo,1,0,Coritiba
15,6,8,2011,2011,Palmeiras,0,0,Grêmio
15,6,8,2011,2011,Atlético-MG,1,2,Figueirense
15,7,8,2011,2011,Santos,1,0,Ceará
15,7,8,2011,2011,Athletico-PR,1,1,Corinthians
15,7,8,2011,2011,Internacional,3,2,Cruzeiro
15,7,8,2011,2011,América-MG,3,0,Fluminense
15,7,8,2011,2011,Bahia,2,1,Atlético-GO
15,7,8,2011,2011,Avaí,1,2,São Paulo
15,7,8,2011,2011,Botafogo,4,0,Vasco
16,13,8,2011,2011,Cruzeiro,5,0,Avaí
16,13,8,2011,2011,Atlético-GO,2,0,Santos
16,13,8,2011,2011,São Paulo,2,2,Athletico-PR
16,13,8,2011,2011,Botafogo,4,2,América-MG
16,14,8,2011,2011,Figueirense,2,2,Flamengo
16,14,8,2011,2011,Corinthians,2,2,Ceará
16,14,8,2011,2011,Vasco,1,0,Palmeiras
16,14,8,2011,2011,Coritiba,3,0,Atlético-MG
16,14,8,2011,2011,Bahia,1,1,Internacional
16,14,8,2011,2011,Grêmio,2,1,Fluminense
17,17,8,2011,2011,Athletico-PR,2,1,Cruzeiro
17,17,8,2011,2011,Fluminense,3,0,Figueirense
17,17,8,2011,2011,Avaí,0,2,Vasco
17,17,8,2011,2011,Ceará,3,0,Grêmio
17,17,8,2011,2011,Internacional,1,0,Botafogo
17,17,8,2011,2011,Santos,2,3,Coritiba
17,17,8,2011,2011,Atlético-MG,2,3,Corinthians
17,18,8,2011,2011,Palmeiras,1,1,Bahia
17,18,8,2011,2011,América-MG,1,1,São Paulo
17,18,8,2011,2011,Flamengo,1,4,Atlético-GO
18,20,8,2011,2011,Cruzeiro,1,0,Ceará
18,20,8,2011,2011,Botafogo,3,1,Atlético-MG
18,20,8,2011,2011,Corinthians,0,2,Figueirense
18,21,8,2011,2011,Avaí,0,0,Coritiba
18,21,8,2011,2011,Internacional,2,2,Flamengo
18,21,8,2011,2011,São Paulo,1,1,Palmeiras
18,21,8,2011,2011,Atlético-GO,1,0,Grêmio
18,21,8,2011,2011,Bahia,1,2,Santos
18,21,8,2011,2011,Vasco,1,1,Fluminense
18,21,8,2011,2011,Athletico-PR,2,2,América-MG
19,27,8,2011,2011,América-MG,1,2,Atlético-GO
19,27,8,2011,2011,Coritiba,1,1,Athletico-PR
19,27,8,2011,2011,Fluminense,1,2,Botafogo
19,28,8,2011,2011,Flamengo,0,0,Vasco
19,28,8,2011,2011,Grêmio,2,1,Internacional
19,28,8,2011,2011,Santos,1,1,São Paulo
19,28,8,2011,2011,Palmeiras,2,1,Corinthians
19,28,8,2011,2011,Ceará,3,0,Bahia
19,28,8,2011,2011,Atlético-MG,1,2,Cruzeiro
19,28,8,2011,2011,Figueirense,2,3,Avaí
20,31,8,2011,2011,Vasco,3,1,Ceará
20,31,8,2011,2011,Corinthians,3,2,Grêmio
20,31,8,2011,2011,Athletico-PR,0,1,Atlético-MG
20,31,8,2011,2011,Atlético-GO,3,1,Coritiba
20,31,8,2011,2011,Cruzeiro,2,4,Figueirense
20,31,8,2011,2011,São Paulo,1,2,Fluminense
20,31,8,2011,2011,Botafogo,3,1,Palmeiras
20,31,8,2011,2011,Avaí,3,2,Flamengo
20,31,8,2011,2011,Internacional,3,3,Santos
20,1,9,2011,2011,Bahia,0,0,América-MG
21,3,9,2011,2011,Fluminense,3,2,Atlético-GO
21,3,9,2011,2011,Atlético-MG,2,0,Avaí
21,3,9,2011,2011,Figueirense,1,2,São Paulo
21,4,9,2011,2011,Flamengo,1,3,Bahia
21,4,9,2011,2011,América-MG,4,1,Vasco
21,4,9,2011,2011,Coritiba,1,0,Corinthians
21,4,9,2011,2011,Grêmio,4,0,Athletico-PR
21,4,9,2011,2011,Palmeiras,1,1,Cruzeiro
21,4,9,2011,2011,Ceará,1,1,Internacional
21,19,10,2011,2011,Santos,2,0,Botafogo
22,7,9,2011,2011,Botafogo,4,0,Ceará
22,7,9,2011,2011,São Paulo,2,1,Atlético-MG
22,7,9,2011,2011,Avaí,1,2,Santos
22,7,9,2011,2011,Internacional,4,2,América-MG
22,7,9,2011,2011,Atlético-GO,1,1,Figueirense
22,7,9,2011,2011,Cruzeiro,1,2,Fluminense
22,7,9,2011,2011,Athletico-PR,2,2,Palmeiras
22,8,9,2011,2011,Vasco,2,0,Coritiba
22,8,9,2011,2011,Bahia,1,2,Grêmio
22,8,9,2011,2011,Corinthians,2,1,Flamengo
23,10,9,2011,2011,América-MG,2,2,Avaí
23,10,9,2011,2011,Santos,1,0,Cruzeiro
23,11,9,2011,2011,Figueirense,1,1,Vasco
23,11,9,2011,2011,Fluminense,1,0,Corinthians
23,11,9,2011,2011,Coritiba,5,0,Botafogo
23,11,9,2011,2011,Palmeiras,0,3,Internacional
23,11,9,2011,2011,Ceará,1,1,Atlético-GO
23,11,9,2011,2011,Grêmio,1,0,São Paulo
23,11,9,2011,2011,Flamengo,1,2,Athletico-PR
23,11,9,2011,2011,Atlético-MG,2,0,Bahia
24,17,9,2011,2011,Vasco,4,0,Grêmio
24,17,9,2011,2011,São Paulo,4,0,Ceará
24,17,9,2011,2011,Atlético-GO,1,0,Atlético-MG
24,18,9,2011,2011,Bahia,3,0,Fluminense
24,18,9,2011,2011,Botafogo,1,1,Flamengo
24,18,9,2011,2011,Avaí,1,1,Palmeiras
24,18,9,2011,2011,Corinthians,1,3,Santos
24,18,9,2011,2011,Athletico-PR,0,0,Figueirense
24,18,9,2011,2011,Cruzeiro,0,0,América-MG
24,18,9,2011,2011,Internacional,1,1,Coritiba
25,21,9,2011,2011,Fluminense,3,1,Avaí
25,21,9,2011,2011,Bahia,1,0,Athletico-PR
25,21,9,2011,2011,Coritiba,2,1,Cruzeiro
25,21,9,2011,2011,América-MG,1,2,Santos
25,21,9,2011,2011,Atlético-MG,1,1,Flamengo
25,21,9,2011,2011,São Paulo,0,0,Corinthians
25,21,9,2011,2011,Figueirense,1,1,Internacional
25,22,9,2011,2011,Palmeiras,1,0,Ceará
25,22,9,2011,2011,Grêmio,0,1,Botafogo
25,22,9,2011,2011,Vasco,1,1,Atlético-GO
26,24,9,2011,2011,Santos,2,3,Figueirense
26,24,9,2011,2011,Flamengo,2,1,América-MG
26,24,9,2011,2011,Athletico-PR,1,1,Fluminense
26,25,9,2011,2011,Cruzeiro,0,3,Vasco
26,25,9,2011,2011,Avaí,1,2,Grêmio
26,25,9,2011,2011,Botafogo,2,2,São Paulo
26,25,9,2011,2011,Corinthians,1,0,Bahia
26,25,9,2011,2011,Internacional,2,1,Atlético-MG
26,25,9,2011,2011,Ceará,3,2,Coritiba
26,25,9,2011,2011,Atlético-GO,1,1,Palmeiras
27,2,10,2011,2011,Bahia,3,2,Avaí
27,2,10,2011,2011,Fluminense,3,2,Santos
27,2,10,2011,2011,Palmeiras,1,1,América-MG
27,2,10,2011,2011,Atlético-MG,1,1,Ceará
27,2,10,2011,2011,Athletico-PR,2,0,Internacional
27,2,10,2011,2011,Figueirense,0,0,Coritiba
27,2,10,2011,2011,São Paulo,1,2,Flamengo
27,2,10,2011,2011,Vasco,2,2,Corinthians
27,2,10,2011,2011,Atlético-GO,2,0,Botafogo
27,2,10,2011,2011,Grêmio,2,0,Cruzeiro
28,5,10,2011,2011,Cruzeiro,3,3,São Paulo
28,8,10,2011,2011,Corinthians,3,0,Atlético-GO
28,8,10,2011,2011,Coritiba,2,0,Grêmio
28,8,10,2011,2011,Avaí,3,0,Athletico-PR
28,8,10,2011,2011,América-MG,0,0,Atlético-MG
28,8,10,2011,2011,Santos,1,0,Palmeiras
28,8,10,2011,2011,Botafogo,2,2,Bahia
28,8,10,2011,2011,Ceará,1,1,Figueirense
28,8,10,2011,2011,Internacional,3,0,Vasco
28,8,10,2011,2011,Flamengo,3,2,Fluminense
29,12,10,2011,2011,Bahia,0,0,Cruzeiro
29,12,10,2011,2011,Atlético-MG,2,1,Santos
29,12,10,2011,2011,Grêmio,1,3,Figueirense
29,12,10,2011,2011,Avaí,2,2,Atlético-GO
29,12,10,2011,2011,Athletico-PR,2,2,Vasco
29,12,10,2011,2011,Fluminense,3,1,Coritiba
29,12,10,2011,2011,Corinthians,0,2,Botafogo
29,12,10,2011,2011,América-MG,4,1,Ceará
29,12,10,2011,2011,São Paulo,0,0,Internacional
29,12,10,2011,2011,Flamengo,1,1,Palmeiras
30,15,10,2011,2011,Figueirense,2,1,América-MG
30,15,10,2011,2011,Ceará,0,1,Flamengo
30,16,10,2011,2011,Botafogo,2,0,Athletico-PR
30,16,10,2011,2011,Coritiba,0,0,Bahia
30,16,10,2011,2011,Palmeiras,1,2,Fluminense
30,16,10,2011,2011,Internacional,4,2,Avaí
30,16,10,2011,2011,Atlético-GO,3,0,São Paulo
30,16,10,2011,2011,Santos,0,1,Grêmio
30,16,10,2011,2011,Cruzeiro,0,1,Corinthians
30,16,10,2011,2011,Vasco,2,0,Atlético-MG
31,23,10,2011,2011,São Paulo,0,0,Coritiba
31,23,10,2011,2011,Flamengo,1,1,Santos
31,23,10,2011,2011,Palmeiras,1,2,Figueirense
31,23,10,2011,2011,América-MG,2,2,Grêmio
31,23,10,2011,2011,Cruzeiro,3,2,Atlético-GO
31,23,10,2011,2011,Bahia,0,2,Vasco
31,23,10,2011,2011,Fluminense,0,2,Atlético-MG
31,23,10,2011,2011,Athletico-PR,1,0,Ceará
31,23,10,2011,2011,Internacional,1,1,Corinthians
31,23,10,2011,2011,Avaí,3,2,Botafogo
32,30,10,2011,2011,Ceará,1,2,Fluminense
32,30,10,2011,2011,Vasco,0,0,São Paulo
32,30,10,2011,2011,Santos,4,1,Athletico-PR
32,30,10,2011,2011,Botafogo,1,0,Cruzeiro
32,30,10,2011,2011,Grêmio,4,2,Flamengo
32,30,10,2011,2011,Atlético-GO,0,1,Internacional
32,30,10,2011,2011,Atlético-MG,2,1,Palmeiras
32,30,10,2011,2011,Coritiba,3,1,América-MG
32,30,10,2011,2011,Corinthians,2,1,Avaí
32,30,10,2011,2011,Figueirense,2,1,Bahia
33,6,11,2011,2011,Santos,2,0,Vasco
33,6,11,2011,2011,Athletico-PR,2,1,Atlético-GO
33,6,11,2011,2011,Internacional,1,2,Fluminense
33,6,11,2011,2011,Atlético-MG,2,0,Grêmio
33,6,11,2011,2011,Flamengo,5,1,Cruzeiro
33,6,11,2011,2011,América-MG,2,1,Corinthians
33,6,11,2011,2011,Bahia,4,3,São Paulo
33,6,11,2011,2011,Avaí,1,2,Ceará
33,6,11,2011,2011,Botafogo,0,1,Figueirense
33,6,11,2011,2011,Palmeiras,0,2,Coritiba
34,13,11,2011,2011,Fluminense,1,2,América-MG
34,13,11,2011,2011,Ceará,2,3,Santos
34,13,11,2011,2011,Atlético-GO,0,1,Bahia
34,13,11,2011,2011,Figueirense,2,1,Atlético-MG
34,13,11,2011,2011,Cruzeiro,1,0,Internacional
34,13,11,2011,2011,Corinthians,2,1,Athletico-PR
34,13,11,2011,2011,Coritiba,2,0,Flamengo
34,13,11,2011,2011,Grêmio,2,2,Palmeiras
34,13,11,2011,2011,Vasco,2,0,Botafogo
34,13,11,2011,2011,São Paulo,2,0,Avaí
35,16,11,2011,2011,Palmeiras,1,1,Vasco
35,16,11,2011,2011,Ceará,0,1,Corinthians
35,16,11,2011,2011,Avaí,0,0,Cruzeiro
35,16,11,2011,2011,Athletico-PR,1,0,São Paulo
35,16,11,2011,2011,América-MG,2,1,Botafogo
35,16,11,2011,2011,Atlético-MG,2,1,Coritiba
35,16,11,2011,2011,Internacional,1,0,Bahia
35,16,11,2011,2011,Fluminense,5,4,Grêmio
35,16,11,2011,2011,Santos,1,1,Atlético-GO
35,16,11,2011,2011,Flamengo,0,0,Figueirense
36,20,11,2011,2011,São Paulo,3,1,América-MG
36,20,11,2011,2011,Vasco,2,0,Avaí
36,20,11,2011,2011,Grêmio,1,3,Ceará
36,20,11,2011,2011,Corinthians,2,1,Atlético-MG
36,20,11,2011,2011,Figueirense,0,4,Fluminense
36,20,11,2011,2011,Coritiba,1,0,Santos
36,20,11,2011,2011,Botafogo,1,2,Internacional
36,20,11,2011,2011,Atlético-GO,0,0,Flamengo
36,20,11,2011,2011,Bahia,0,2,Palmeiras
36,20,11,2011,2011,Cruzeiro,1,1,Athletico-PR
37,27,11,2011,2011,Ceará,2,2,Cruzeiro
37,27,11,2011,2011,Atlético-MG,4,0,Botafogo
37,27,11,2011,2011,Santos,1,1,Bahia
37,27,11,2011,2011,Grêmio,2,2,Atlético-GO
37,27,11,2011,2011,Coritiba,1,0,Avaí
37,27,11,2011,2011,Figueirense,0,1,Corinthians
37,27,11,2011,2011,Palmeiras,1,0,São Paulo
37,27,11,2011,2011,Flamengo,1,0,Internacional
37,27,11,2011,2011,América-MG,2,1,Athletico-PR
37,27,11,2011,2011,Fluminense,1,2,Vasco
38,4,12,2011,2011,Botafogo,1,1,Fluminense
38,4,12,2011,2011,Corinthians,0,0,Palmeiras
38,4,12,2011,2011,Vasco,1,1,Flamengo
38,4,12,2011,2011,Avaí,1,1,Figueirense
38,4,12,2011,2011,Cruzeiro,6,1,Atlético-MG
38,4,12,2011,2011,Athletico-PR,1,0,Coritiba
38,4,12,2011,2011,Internacional,1,0,Grêmio
38,4,12,2011,2011,Bahia,2,1,Ceará
38,4,12,2011,2011,Atlético-GO,5,1,América-MG
38,4,12,2011,2011,São Paulo,4,1,Santos
1,19,5,2012,2012,Palmeiras,1,1,Portuguesa
1,19,5,2012,2012,Sport,1,1,Flamengo
1,19,5,2012,2012,Figueirense,2,1,Náutico
1,20,5,2012,2012,Botafogo,4,2,São Paulo
1,20,5,2012,2012,Corinthians,0,1,Fluminense
1,20,5,2012,2012,Internacional,2,0,Coritiba
1,20,5,2012,2012,Ponte Preta,0,1,Atlético-MG
1,20,5,2012,2012,Cruzeiro,0,0,Atlético-GO
1,20,5,2012,2012,Bahia,0,0,Santos
1,20,5,2012,2012,Vasco,2,1,Grêmio
2,26,5,2012,2012,Atlético-GO,1,1,Ponte Preta
2,26,5,2012,2012,Flamengo,3,3,Internacional
2,26,5,2012,2012,Portuguesa,0,1,Vasco
2,26,5,2012,2012,Náutico,0,0,Cruzeiro
2,27,5,2012,2012,Atlético-MG,1,0,Corinthians
2,27,5,2012,2012,Coritiba,2,3,Botafogo
2,27,5,2012,2012,Santos,0,0,Sport
2,27,5,2012,2012,São Paulo,1,0,Bahia
2,27,5,2012,2012,Fluminense,2,2,Figueirense
2,27,5,2012,2012,Grêmio,1,0,Palmeiras
3,6,6,2012,2012,Atlético-GO,0,1,Grêmio
3,6,6,2012,2012,Sport,2,1,Palmeiras
3,6,6,2012,2012,Vasco,4,2,Náutico
3,6,6,2012,2012,Atlético-MG,1,1,Bahia
3,6,6,2012,2012,Coritiba,2,0,Portuguesa
3,6,6,2012,2012,Internacional,1,0,São Paulo
3,6,6,2012,2012,Santos,1,1,Fluminense
3,6,6,2012,2012,Ponte Preta,2,2,Flamengo
3,7,6,2012,2012,Corinthians,1,1,Figueirense
3,7,6,2012,2012,Botafogo,2,3,Cruzeiro
4,9,6,2012,2012,Flamengo,3,1,Coritiba
4,9,6,2012,2012,Portuguesa,2,0,Atlético-GO
4,9,6,2012,2012,Palmeiras,0,1,Atlético-MG
4,10,6,2012,2012,São Paulo,1,0,Santos
4,10,6,2012,2012,Bahia,1,2,Vasco
4,10,6,2012,2012,Fluminense,0,0,Internacional
4,10,6,2012,2012,Grêmio,2,0,Corinthians
4,10,6,2012,2012,Figueirense,0,0,Ponte Preta
4,10,6,2012,2012,Náutico,3,2,Botafogo
4,10,6,2012,2012,Cruzeiro,1,0,Sport
5,16,6,2012,2012,São Paulo,1,0,Atlético-MG
5,16,6,2012,2012,Internacional,1,2,Botafogo
5,16,6,2012,2012,Fluminense,4,1,Portuguesa
